0.000000000000000,0.000000000000000,0.999000999000999,0.000000000000000,0.000000000000000
0.000000000000000,0.000000000000000,0.990374868669043,-2.057549415880361,0.000000000000000
0.427398307139876,0.000000000000000,0.991517933986546,-2.062769034646762,-0.101945264372616
0.148078597851961,1.022272597168988,0.996764884201866,-2.086605646368158,-1.205249623613265
-0.188748938076151,-0.549502716482808,1.002238118441429,-2.111485619282823,-2.546603319488034
-0.763661968104540,-0.674343198696215,1.326836728983680,-3.580229552706598,-0.760571662510350
-0.178342232990689,-0.706783731318411,1.314664351673145,-2.668937220063947,-2.479117336981073
-0.098468357438651,-0.364298948410937,0.753706284864445,-1.009924802115342,-4.019385843602474
-0.300169268210623,-0.011552221675930,1.019909223121394,-1.869177154689845,-3.179560084322689
-0.224570117343625,-0.120422297640672,0.847262211052948,-1.435869326533981,-3.533506233233084
-0.121713724653466,-0.253418796090711,0.119937510304632,-0.222082066451382,-4.075702976578190
-0.035203429019810,-0.398639080433301,0.968552452875105,-2.726431014628736,-2.308281050181939
0.037777856301291,-0.437794173524817,1.570588482307337,-3.139660210560442,-2.904669830667838
-0.018203179821406,-0.385788982294030,1.894796235783574,-2.975625830212293,-3.517834243997369
-0.020781181468922,-0.405255205456025,1.936936158450168,-2.720198664091946,-3.802471595226896
-0.054029643737033,-0.415110509819294,2.094318445915612,-2.945479167183430,-3.555711641743608
-0.074126870058072,-0.431560384191009,1.819390912126895,-2.441990267440414,-3.620427064921683
-0.085612650305354,-0.456004674009114,1.928883518951460,-2.865648565757178,-3.120468545373511
-0.087179089843225,-0.459021479647528,1.943268956233884,-2.887665418451596,-3.092440122870663
-0.093252931759906,-0.457882272588072,1.929210489846984,-2.868222641173839,-3.069719441458595
-0.101834362757176,-0.461813203283967,1.747768004262786,-2.635533196608794,-3.045193686515827
-0.100303076529324,-0.468948674447085,1.779094657687919,-2.777280131406775,-2.901664015979380
-0.099808358268373,-0.466980749394573,1.730726760185386,-2.701400132743613,-2.939087039339960
-0.092978120149406,-0.470344545662758,1.683197636583540,-2.680642756576939,-2.928360356891470
-0.091209595338940,-0.468602958238769,1.679888909540610,-2.723446623661328,-2.898533381652818
-0.093183173088477,-0.464038674246179,1.644499340222642,-2.678253628755729,-2.920529019299744
-0.093149222603719,-0.464614133693656,1.634699641167211,-2.659160978091724,-2.926763925782030
-0.089510816541229,-0.470675950511103,1.652627694643397,-2.720360020312015,-2.869500848547309
-0.086237769483604,-0.474586672790396,1.665983110913265,-2.732247748859946,-2.869542059693911
-0.084570359587917,-0.478461862601876,1.658579739732306,-2.700361780969819,-2.881860901268307
-0.087238302676830,-0.485413077179337,1.403850100674188,-2.349199156087610,-2.911704846320133
